country,date,accumulated_comfirmed,increase_of_confirmed,increased_of_confirmed
Singapore,2020-03-21,432,254.0,254
Singapore,2020-03-23,509,77.0,77
Singapore,2020-03-09,150,-359.0,-359
Singapore,2020-03-16,243,93.0,93
Singapore,2020-03-03,110,-133.0,-133
Singapore,2020-03-10,160,50.0,50
Singapore,2020-03-24,558,398.0,398
Singapore,2020-03-06,130,-428.0,-428
Singapore,2020-03-08,150,20.0,20
Singapore,2020-03-15,226,76.0,76
Singapore,2020-03-18,313,87.0,87
Singapore,2020-03-17,266,-47.0,-47
Singapore,2020-03-22,455,189.0,189
Singapore,2020-03-20,385,-70.0,-70
Singapore,2020-03-05,117,-268.0,-268
Singapore,2020-03-01,106,-11.0,-11
Singapore,2020-03-02,108,2.0,2
Singapore,2020-03-04,110,2.0,2
Singapore,2020-03-26,683,573.0,573
Singapore,2020-03-25,631,-52.0,-52
Slovakia,2020-03-25,216,0.0,0
Slovakia,2020-03-10,7,-209.0,-209
Slovakia,2020-03-14,44,37.0,37
Slovakia,2020-03-26,226,182.0,182
Slovakia,2020-03-11,10,-216.0,-216
Slovakia,2020-03-23,186,176.0,176
Slovakia,2020-03-13,32,-154.0,-154
Slovakia,2020-03-18,105,73.0,73
Slovakia,2020-03-12,16,-89.0,-89
Slovakia,2020-03-09,3,-13.0,-13
Slovakia,2020-03-17,72,69.0,69
Slovakia,2020-03-06,1,-71.0,-71
Slovakia,2020-03-15,54,53.0,53
Slovakia,2020-03-08,3,-51.0,-51
Slovakia,2020-03-20,137,134.0,134
Slovakia,2020-03-04,0,-137.0,-137
Slovakia,2020-03-27,269,269.0,269
Slovakia,2020-03-02,0,-269.0,-269
Slovakia,2020-03-01,0,0.0,0
Slovakia,2020-03-05,0,0.0,0
Slovakia,2020-03-21,178,178.0,178
Slovakia,2020-03-03,0,-178.0,-178
Slovakia,2020-03-16,63,63.0,63
Slovakia,2020-03-07,1,-62.0,-62
Slovakia,2020-03-19,123,122.0,122
Slovakia,2020-03-22,185,62.0,62
Slovakia,2020-03-24,204,19.0,19
Slovenia,2020-03-18,275,0.0,0
Slovenia,2020-03-12,89,-186.0,-186
Slovenia,2020-03-24,480,391.0,391
Slovenia,2020-03-17,275,-205.0,-205
Slovenia,2020-03-03,0,-275.0,-275
Slovenia,2020-03-22,414,414.0,414
Slovenia,2020-03-04,0,-414.0,-414
Slovenia,2020-03-19,286,286.0,286
Slovenia,2020-03-20,341,55.0,55
Slovenia,2020-03-08,16,-325.0,-325
Slovenia,2020-03-06,7,-9.0,-9
Slovenia,2020-03-13,141,134.0,134
Slovenia,2020-03-10,31,-110.0,-110
Slovenia,2020-03-15,219,188.0,188
Slovenia,2020-03-26,562,343.0,343
Slovenia,2020-03-02,0,-562.0,-562
Slovenia,2020-03-05,2,2.0,2
Slovenia,2020-03-21,383,381.0,381
Slovenia,2020-03-16,253,-130.0,-130
Slovenia,2020-03-01,0,-253.0,-253
Slovenia,2020-03-11,57,57.0,57
Slovenia,2020-03-09,16,-41.0,-41
Slovenia,2020-03-23,442,426.0,426
Slovenia,2020-03-25,528,86.0,86
Slovenia,2020-03-14,181,-347.0,-347
Slovenia,2020-03-07,7,-174.0,-174
Slovenia,2020-03-27,632,625.0,625
Somalia,2020-03-10,0,0.0,0
Somalia,2020-03-25,1,1.0,1
Somalia,2020-03-13,0,-1.0,-1
Somalia,2020-03-17,1,1.0,1
Somalia,2020-03-02,0,-1.0,-1
Somalia,2020-03-23,1,1.0,1
Somalia,2020-03-21,1,0.0,0
Somalia,2020-03-14,0,-1.0,-1
Somalia,2020-03-04,0,0.0,0
Somalia,2020-03-20,1,1.0,1
Somalia,2020-03-11,0,-1.0,-1
Somalia,2020-03-03,0,0.0,0
Somalia,2020-03-26,2,2.0,2
Somalia,2020-03-05,0,-2.0,-2
Somalia,2020-03-01,0,0.0,0
Somalia,2020-03-24,1,1.0,1
Somalia,2020-03-09,0,-1.0,-1
Somalia,2020-03-16,1,1.0,1
Somalia,2020-03-15,0,-1.0,-1
Somalia,2020-03-18,1,1.0,1
Somalia,2020-03-12,0,-1.0,-1
Somalia,2020-03-27,3,3.0,3
Somalia,2020-03-19,1,-2.0,-2
Somalia,2020-03-07,0,-1.0,-1
Somalia,2020-03-06,0,0.0,0
Somalia,2020-03-08,0,0.0,0
Somalia,2020-03-22,1,1.0,1
South Africa,2020-03-23,402,0.0,0
South Africa,2020-03-08,3,-399.0,-399
South Africa,2020-03-01,0,-3.0,-3
South Africa,2020-03-15,51,51.0,51
South Africa,2020-03-18,116,65.0,65
South Africa,2020-03-03,0,-116.0,-116
South Africa,2020-03-22,274,274.0,274
South Africa,2020-03-11,13,-261.0,-261
South Africa,2020-03-02,0,-13.0,-13
South Africa,2020-03-04,0,0.0,0
South Africa,2020-03-17,62,62.0,62
South Africa,2020-03-06,1,-61.0,-61
South Africa,2020-03-20,202,201.0,201
South Africa,2020-03-16,62,-140.0,-140
South Africa,2020-03-05,1,-61.0,-61
South Africa,2020-03-09,3,2.0,2
South Africa,2020-03-21,240,237.0,237
South Africa,2020-03-24,554,314.0,314
South Africa,2020-03-07,1,-553.0,-553
South Africa,2020-03-25,709,708.0,708
South Africa,2020-03-26,927,218.0,218
South Africa,2020-03-10,7,-920.0,-920
South Africa,2020-03-27,1170,1163.0,1163
South Africa,2020-03-19,150,-1020.0,-1020
South Africa,2020-03-12,17,-133.0,-133
South Africa,2020-03-13,24,7.0,7
South Africa,2020-03-14,38,14.0,14
Spain,2020-03-22,28768,0.0,0
Spain,2020-03-02,120,-28648.0,-28648
Spain,2020-03-26,57786,57666.0,57666
Spain,2020-03-21,25374,-32412.0,-32412
Spain,2020-03-07,500,-24874.0,-24874
Spain,2020-03-11,2277,1777.0,1777
Spain,2020-03-17,11748,9471.0,9471
Spain,2020-03-06,400,-11348.0,-11348
Spain,2020-03-25,49515,49115.0,49115
Spain,2020-03-18,13910,-35605.0,-35605
Spain,2020-03-04,222,-13688.0,-13688
Spain,2020-03-12,2277,2055.0,2055
Spain,2020-03-05,259,-2018.0,-2018
Spain,2020-03-16,9942,9683.0,9683
Spain,2020-03-10,1695,-8247.0,-8247
Spain,2020-03-15,7798,6103.0,6103
Spain,2020-03-03,165,-7633.0,-7633
Spain,2020-03-13,5232,5067.0,5067
Spain,2020-03-01,84,-5148.0,-5148
Spain,2020-03-08,673,589.0,589
Spain,2020-03-19,17963,17290.0,17290
Spain,2020-03-09,1073,-16890.0,-16890
Spain,2020-03-20,20410,19337.0,19337
Spain,2020-03-24,39885,19475.0,19475
Spain,2020-03-27,65719,25834.0,25834
Spain,2020-03-14,6391,-59328.0,-59328
Spain,2020-03-23,35136,28745.0,28745
Sri Lanka,2020-03-08,1,0.0,0
Sri Lanka,2020-03-04,1,0.0,0
Sri Lanka,2020-03-27,106,105.0,105
Sri Lanka,2020-03-26,106,0.0,0
Sri Lanka,2020-03-19,60,-46.0,-46
Sri Lanka,2020-03-10,1,-59.0,-59
Sri Lanka,2020-03-03,1,0.0,0
Sri Lanka,2020-03-22,82,81.0,81
Sri Lanka,2020-03-11,2,-80.0,-80
Sri Lanka,2020-03-20,73,71.0,71
Sri Lanka,2020-03-07,1,-72.0,-72
Sri Lanka,2020-03-15,18,17.0,17
Sri Lanka,2020-03-16,28,10.0,10
Sri Lanka,2020-03-01,1,-27.0,-27
Sri Lanka,2020-03-13,6,5.0,5
Sri Lanka,2020-03-24,102,96.0,96
Sri Lanka,2020-03-02,1,-101.0,-101
Sri Lanka,2020-03-14,10,9.0,9
Sri Lanka,2020-03-23,97,87.0,87
Sri Lanka,2020-03-25,102,5.0,5
Sri Lanka,2020-03-12,2,-100.0,-100
Sri Lanka,2020-03-06,1,-1.0,-1
Sri Lanka,2020-03-17,44,43.0,43
Sri Lanka,2020-03-21,77,33.0,33
Sri Lanka,2020-03-18,51,-26.0,-26
Sri Lanka,2020-03-09,1,-50.0,-50
Sri Lanka,2020-03-05,1,0.0,0
Sudan,2020-03-21,2,0.0,0
Sudan,2020-03-27,3,1.0,1
Sudan,2020-03-14,1,-2.0,-2
Sudan,2020-03-08,0,-1.0,-1
Sudan,2020-03-19,2,2.0,2
Sudan,2020-03-01,0,-2.0,-2
Sudan,2020-03-10,0,0.0,0
Sudan,2020-03-12,0,0.0,0
Sudan,2020-03-26,3,3.0,3
Sudan,2020-03-18,2,-1.0,-1
Sudan,2020-03-24,3,1.0,1
Sudan,2020-03-13,1,-2.0,-2
Sudan,2020-03-25,3,2.0,2
Sudan,2020-03-07,0,-3.0,-3
Sudan,2020-03-20,2,2.0,2
Sudan,2020-03-09,0,-2.0,-2
Sudan,2020-03-23,2,2.0,2
Sudan,2020-03-05,0,-2.0,-2
Sudan,2020-03-17,1,1.0,1
Sudan,2020-03-22,2,1.0,1
Sudan,2020-03-16,1,-1.0,-1
Sudan,2020-03-03,0,-1.0,-1
Sudan,2020-03-15,1,1.0,1
Sudan,2020-03-06,0,-1.0,-1
Sudan,2020-03-02,0,0.0,0
Sudan,2020-03-11,0,0.0,0
Sudan,2020-03-04,0,0.0,0
Suriname,2020-03-17,1,0.0,0
Suriname,2020-03-03,0,-1.0,-1
Suriname,2020-03-11,0,0.0,0
Suriname,2020-03-16,1,1.0,1
Suriname,2020-03-24,7,6.0,6
Suriname,2020-03-14,1,-6.0,-6
Suriname,2020-03-07,0,-1.0,-1
Suriname,2020-03-20,4,4.0,4
Suriname,2020-03-26,8,4.0,4
Suriname,2020-03-23,5,-3.0,-3
Suriname,2020-03-02,0,-5.0,-5
Suriname,2020-03-01,0,0.0,0
Suriname,2020-03-08,0,0.0,0
Suriname,2020-03-27,8,8.0,8
Suriname,2020-03-21,4,-4.0,-4
Suriname,2020-03-19,1,-3.0,-3
Suriname,2020-03-22,5,4.0,4
Suriname,2020-03-18,1,-4.0,-4
Suriname,2020-03-06,0,-1.0,-1
Suriname,2020-03-25,8,8.0,8
Suriname,2020-03-12,0,-8.0,-8
Suriname,2020-03-13,0,0.0,0
Suriname,2020-03-05,0,0.0,0
Suriname,2020-03-09,0,0.0,0
Suriname,2020-03-15,1,1.0,1
Suriname,2020-03-10,0,-1.0,-1
Suriname,2020-03-04,0,0.0,0
Sweden,2020-03-05,94,0.0,0
Sweden,2020-03-08,203,109.0,109
Sweden,2020-03-06,101,-102.0,-102
Sweden,2020-03-23,2046,1945.0,1945
Sweden,2020-03-14,961,-1085.0,-1085
Sweden,2020-03-21,1763,802.0,802
Sweden,2020-03-09,248,-1515.0,-1515
Sweden,2020-03-22,1934,1686.0,1686
Sweden,2020-03-18,1279,-655.0,-655
Sweden,2020-03-03,21,-1258.0,-1258
Sweden,2020-03-02,15,-6.0,-6
Sweden,2020-03-12,599,584.0,584
Sweden,2020-03-07,161,-438.0,-438
Sweden,2020-03-15,1022,861.0,861
Sweden,2020-03-11,500,-522.0,-522
Sweden,2020-03-24,2286,1786.0,1786
Sweden,2020-03-01,14,-2272.0,-2272
Sweden,2020-03-26,2840,2826.0,2826
Sweden,2020-03-16,1103,-1737.0,-1737
Sweden,2020-03-25,2526,1423.0,1423
Sweden,2020-03-19,1439,-1087.0,-1087
Sweden,2020-03-17,1190,-249.0,-249
Sweden,2020-03-13,814,-376.0,-376
Sweden,2020-03-04,35,-779.0,-779
Sweden,2020-03-20,1639,1604.0,1604
Sweden,2020-03-27,3069,1430.0,1430
Sweden,2020-03-10,355,-2714.0,-2714
Switzerland,2020-03-25,10897,0.0,0
Switzerland,2020-03-03,56,-10841.0,-10841
Switzerland,2020-03-10,491,435.0,435
Switzerland,2020-03-06,214,-277.0,-277
Switzerland,2020-03-01,27,-187.0,-187
Switzerland,2020-03-07,268,241.0,241
Switzerland,2020-03-19,4075,3807.0,3807
Switzerland,2020-03-09,374,-3701.0,-3701
Switzerland,2020-03-11,652,278.0,278
Switzerland,2020-03-18,3028,2376.0,2376
Switzerland,2020-03-15,2200,-828.0,-828
Switzerland,2020-03-16,2200,0.0,0
Switzerland,2020-03-13,1139,-1061.0,-1061
Switzerland,2020-03-24,9877,8738.0,8738
Switzerland,2020-03-04,90,-9787.0,-9787
Switzerland,2020-03-12,652,562.0,562
Switzerland,2020-03-27,12928,12276.0,12276
Switzerland,2020-03-22,7474,-5454.0,-5454
Switzerland,2020-03-20,5294,-2180.0,-2180
Switzerland,2020-03-08,337,-4957.0,-4957
Switzerland,2020-03-02,42,-295.0,-295
Switzerland,2020-03-21,6575,6533.0,6533
Switzerland,2020-03-26,11811,5236.0,5236
Switzerland,2020-03-14,1359,-10452.0,-10452
Switzerland,2020-03-23,8795,7436.0,7436
Switzerland,2020-03-05,114,-8681.0,-8681
Switzerland,2020-03-17,2700,2586.0,2586
Syria,2020-03-08,0,0.0,0
Syria,2020-03-13,0,0.0,0
Syria,2020-03-23,1,1.0,1
Syria,2020-03-24,1,0.0,0
Syria,2020-03-25,5,4.0,4
Syria,2020-03-09,0,-5.0,-5
Syria,2020-03-05,0,0.0,0
Syria,2020-03-01,0,0.0,0
Syria,2020-03-06,0,0.0,0
Syria,2020-03-02,0,0.0,0
Syria,2020-03-10,0,0.0,0
Syria,2020-03-16,0,0.0,0
Syria,2020-03-19,0,0.0,0
Syria,2020-03-15,0,0.0,0
Syria,2020-03-27,5,5.0,5
Syria,2020-03-18,0,-5.0,-5
Syria,2020-03-20,0,0.0,0
Syria,2020-03-21,0,0.0,0
Syria,2020-03-03,0,0.0,0
Syria,2020-03-26,5,5.0,5
Syria,2020-03-11,0,-5.0,-5
Syria,2020-03-17,0,0.0,0
Syria,2020-03-07,0,0.0,0
Syria,2020-03-12,0,0.0,0
Syria,2020-03-22,1,1.0,1
Syria,2020-03-04,0,-1.0,-1
Syria,2020-03-14,0,0.0,0
Taiwan*,2020-03-16,67,0.0,0
Taiwan*,2020-03-26,252,185.0,185
Taiwan*,2020-03-01,40,-212.0,-212
Taiwan*,2020-03-11,48,8.0,8
Taiwan*,2020-03-03,42,-6.0,-6
Taiwan*,2020-03-22,169,127.0,127
Taiwan*,2020-03-19,108,-61.0,-61
Taiwan*,2020-03-05,44,-64.0,-64
Taiwan*,2020-03-08,45,1.0,1
Taiwan*,2020-03-27,267,222.0,222
Taiwan*,2020-03-17,77,-190.0,-190
Taiwan*,2020-03-06,45,-32.0,-32
Taiwan*,2020-03-14,53,8.0,8
Taiwan*,2020-03-21,153,100.0,100
Taiwan*,2020-03-02,41,-112.0,-112
Taiwan*,2020-03-18,100,59.0,59
Taiwan*,2020-03-07,45,-55.0,-55
Taiwan*,2020-03-25,235,190.0,190
Taiwan*,2020-03-12,49,-186.0,-186
Taiwan*,2020-03-23,195,146.0,146
Taiwan*,2020-03-09,45,-150.0,-150
Taiwan*,2020-03-10,47,2.0,2
Taiwan*,2020-03-13,50,3.0,3
Taiwan*,2020-03-24,215,165.0,165
Taiwan*,2020-03-20,135,-80.0,-80
Taiwan*,2020-03-04,42,-93.0,-93
Taiwan*,2020-03-15,59,17.0,17
Tanzania,2020-03-20,6,0.0,0
Tanzania,2020-03-19,6,0.0,0
Tanzania,2020-03-23,12,6.0,6
Tanzania,2020-03-25,12,0.0,0
Tanzania,2020-03-04,0,-12.0,-12
Tanzania,2020-03-01,0,0.0,0
Tanzania,2020-03-08,0,0.0,0
Tanzania,2020-03-26,13,13.0,13
Tanzania,2020-03-17,1,-12.0,-12
Tanzania,2020-03-13,0,-1.0,-1
Tanzania,2020-03-02,0,0.0,0
Tanzania,2020-03-06,0,0.0,0
Tanzania,2020-03-14,0,0.0,0
Tanzania,2020-03-10,0,0.0,0
Tanzania,2020-03-21,6,6.0,6
Tanzania,2020-03-27,13,7.0,7
Tanzania,2020-03-18,3,-10.0,-10
Tanzania,2020-03-09,0,-3.0,-3
Tanzania,2020-03-24,12,12.0,12
Tanzania,2020-03-07,0,-12.0,-12
Tanzania,2020-03-03,0,0.0,0
Tanzania,2020-03-12,0,0.0,0
Tanzania,2020-03-16,1,1.0,1
Tanzania,2020-03-22,12,11.0,11
Tanzania,2020-03-05,0,-12.0,-12
Tanzania,2020-03-11,0,0.0,0
Tanzania,2020-03-15,0,0.0,0
Thailand,2020-03-16,147,0.0,0
Thailand,2020-03-11,59,-88.0,-88
Thailand,2020-03-14,82,23.0,23
Thailand,2020-03-12,70,-12.0,-12
Thailand,2020-03-13,75,5.0,5
Thailand,2020-03-01,42,-33.0,-33
Thailand,2020-03-25,934,892.0,892
Thailand,2020-03-02,43,-891.0,-891
Thailand,2020-03-15,114,71.0,71
Thailand,2020-03-26,1045,931.0,931
Thailand,2020-03-07,50,-995.0,-995
Thailand,2020-03-18,212,162.0,162
Thailand,2020-03-20,322,110.0,110
Thailand,2020-03-21,411,89.0,89
Thailand,2020-03-24,827,416.0,416
Thailand,2020-03-06,48,-779.0,-779
Thailand,2020-03-08,50,2.0,2
Thailand,2020-03-17,177,127.0,127
Thailand,2020-03-10,53,-124.0,-124
Thailand,2020-03-19,272,219.0,219
Thailand,2020-03-22,599,327.0,327
Thailand,2020-03-04,43,-556.0,-556
Thailand,2020-03-27,1136,1093.0,1093
Thailand,2020-03-09,50,-1086.0,-1086
Thailand,2020-03-23,721,671.0,671
Thailand,2020-03-03,43,-678.0,-678
Thailand,2020-03-05,47,4.0,4
Timor-Leste,2020-03-05,0,0.0,0
Timor-Leste,2020-03-21,0,0.0,0
Timor-Leste,2020-03-24,1,1.0,1
Timor-Leste,2020-03-23,1,0.0,0
Timor-Leste,2020-03-06,0,-1.0,-1
Timor-Leste,2020-03-12,0,0.0,0
Timor-Leste,2020-03-15,0,0.0,0
Timor-Leste,2020-03-08,0,0.0,0
Timor-Leste,2020-03-01,0,0.0,0
Timor-Leste,2020-03-17,0,0.0,0
Timor-Leste,2020-03-26,1,1.0,1
Timor-Leste,2020-03-27,1,0.0,0
Timor-Leste,2020-03-10,0,-1.0,-1
Timor-Leste,2020-03-02,0,0.0,0
Timor-Leste,2020-03-20,0,0.0,0
Timor-Leste,2020-03-04,0,0.0,0
Timor-Leste,2020-03-25,1,1.0,1
Timor-Leste,2020-03-19,0,-1.0,-1
Timor-Leste,2020-03-09,0,0.0,0
Timor-Leste,2020-03-22,1,1.0,1
Timor-Leste,2020-03-18,0,-1.0,-1
Timor-Leste,2020-03-13,0,0.0,0
Timor-Leste,2020-03-03,0,0.0,0
Timor-Leste,2020-03-11,0,0.0,0
Timor-Leste,2020-03-07,0,0.0,0
Timor-Leste,2020-03-16,0,0.0,0
Timor-Leste,2020-03-14,0,0.0,0
Togo,2020-03-11,1,0.0,0
Togo,2020-03-05,0,-1.0,-1
Togo,2020-03-08,1,1.0,1
Togo,2020-03-22,16,15.0,15
Togo,2020-03-19,1,-15.0,-15
Togo,2020-03-01,0,-1.0,-1
Togo,2020-03-25,23,23.0,23
Togo,2020-03-14,1,-22.0,-22
Togo,2020-03-17,1,0.0,0
Togo,2020-03-13,1,0.0,0
Togo,2020-03-10,1,0.0,0
Togo,2020-03-20,9,8.0,8
Togo,2020-03-27,25,16.0,16
Togo,2020-03-06,1,-24.0,-24
Togo,2020-03-07,1,0.0,0
Togo,2020-03-04,0,-1.0,-1
Togo,2020-03-26,23,23.0,23
Togo,2020-03-18,1,-22.0,-22
Togo,2020-03-02,0,-1.0,-1
Togo,2020-03-15,1,1.0,1
Togo,2020-03-16,1,0.0,0
Togo,2020-03-03,0,-1.0,-1
Togo,2020-03-24,20,20.0,20
Togo,2020-03-21,16,-4.0,-4
Togo,2020-03-09,1,-15.0,-15
Togo,2020-03-12,1,0.0,0
Togo,2020-03-23,18,17.0,17
Trinidad and Tobago,2020-03-18,7,0.0,0
Trinidad and Tobago,2020-03-19,9,2.0,2
Trinidad and Tobago,2020-03-10,0,-9.0,-9
Trinidad and Tobago,2020-03-04,0,0.0,0
Trinidad and Tobago,2020-03-03,0,0.0,0
Trinidad and Tobago,2020-03-09,0,0.0,0
Trinidad and Tobago,2020-03-12,0,0.0,0
Trinidad and Tobago,2020-03-15,2,2.0,2
Trinidad and Tobago,2020-03-11,0,-2.0,-2
Trinidad and Tobago,2020-03-22,50,50.0,50
Trinidad and Tobago,2020-03-05,0,-50.0,-50
Trinidad and Tobago,2020-03-20,9,9.0,9
Trinidad and Tobago,2020-03-07,0,-9.0,-9
Trinidad and Tobago,2020-03-02,0,0.0,0
Trinidad and Tobago,2020-03-23,51,51.0,51
Trinidad and Tobago,2020-03-25,60,9.0,9
Trinidad and Tobago,2020-03-13,0,-60.0,-60
Trinidad and Tobago,2020-03-27,66,66.0,66
Trinidad and Tobago,2020-03-14,2,-64.0,-64
Trinidad and Tobago,2020-03-21,49,47.0,47
Trinidad and Tobago,2020-03-08,0,-49.0,-49
Trinidad and Tobago,2020-03-01,0,0.0,0
Trinidad and Tobago,2020-03-26,65,65.0,65
Trinidad and Tobago,2020-03-16,4,-61.0,-61
Trinidad and Tobago,2020-03-06,0,-4.0,-4
Trinidad and Tobago,2020-03-24,57,57.0,57
Trinidad and Tobago,2020-03-17,5,-52.0,-52
Tunisia,2020-03-05,1,0.0,0
Tunisia,2020-03-16,20,19.0,19
Tunisia,2020-03-06,1,-19.0,-19
Tunisia,2020-03-02,0,-1.0,-1
Tunisia,2020-03-26,197,197.0,197
Tunisia,2020-03-09,2,-195.0,-195
Tunisia,2020-03-27,227,225.0,225
Tunisia,2020-03-15,18,-209.0,-209
Tunisia,2020-03-12,7,-11.0,-11
Tunisia,2020-03-24,114,107.0,107
Tunisia,2020-03-23,89,-25.0,-25
Tunisia,2020-03-21,60,-29.0,-29
Tunisia,2020-03-03,0,-60.0,-60
Tunisia,2020-03-18,29,29.0,29
Tunisia,2020-03-13,16,-13.0,-13
Tunisia,2020-03-22,75,59.0,59
Tunisia,2020-03-08,2,-73.0,-73
Tunisia,2020-03-14,18,16.0,16
Tunisia,2020-03-17,24,6.0,6
Tunisia,2020-03-19,39,15.0,15
Tunisia,2020-03-07,1,-38.0,-38
Tunisia,2020-03-04,1,0.0,0
Tunisia,2020-03-10,5,4.0,4
Tunisia,2020-03-11,7,2.0,2
Tunisia,2020-03-20,54,47.0,47
Tunisia,2020-03-25,173,119.0,119
Tunisia,2020-03-01,0,-173.0,-173
Turkey,2020-03-09,0,0.0,0
Turkey,2020-03-21,670,670.0,670
Turkey,2020-03-20,359,-311.0,-311
Turkey,2020-03-13,5,-354.0,-354
Turkey,2020-03-15,6,1.0,1
Turkey,2020-03-12,1,-5.0,-5
Turkey,2020-03-10,0,-1.0,-1
Turkey,2020-03-24,1872,1872.0,1872
Turkey,2020-03-03,0,-1872.0,-1872
Turkey,2020-03-17,47,47.0,47
Turkey,2020-03-26,3629,3582.0,3582
Turkey,2020-03-07,0,-3629.0,-3629
Turkey,2020-03-23,1529,1529.0,1529
Turkey,2020-03-08,0,-1529.0,-1529
Turkey,2020-03-11,1,1.0,1
Turkey,2020-03-22,1236,1235.0,1235
Turkey,2020-03-19,192,-1044.0,-1044
Turkey,2020-03-14,5,-187.0,-187
Turkey,2020-03-25,2433,2428.0,2428
Turkey,2020-03-05,0,-2433.0,-2433
Turkey,2020-03-27,5698,5698.0,5698
Turkey,2020-03-04,0,-5698.0,-5698
Turkey,2020-03-01,0,0.0,0
Turkey,2020-03-06,0,0.0,0
Turkey,2020-03-02,0,0.0,0
Turkey,2020-03-16,18,18.0,18
Turkey,2020-03-18,98,80.0,80
US,2020-03-01,74,0.0,0
US,2020-03-14,2727,2653.0,2653
US,2020-03-19,13677,10950.0,10950
US,2020-03-08,518,-13159.0,-13159
US,2020-03-15,3499,2981.0,2981
US,2020-03-13,2179,-1320.0,-1320
US,2020-03-20,19100,16921.0,16921
US,2020-03-07,402,-18698.0,-18698
US,2020-03-21,25489,25087.0,25087
US,2020-03-06,262,-25227.0,-25227
US,2020-03-05,217,-45.0,-45
US,2020-03-12,1663,1446.0,1446
US,2020-03-22,33276,31613.0,31613
US,2020-03-18,7783,-25493.0,-25493
US,2020-03-26,83836,76053.0,76053
US,2020-03-09,583,-83253.0,-83253
US,2020-03-24,53740,53157.0,53157
US,2020-03-04,149,-53591.0,-53591
US,2020-03-03,118,-31.0,-31
US,2020-03-17,6421,6303.0,6303
US,2020-03-23,43847,37426.0,37426
US,2020-03-27,101657,57810.0,57810
US,2020-03-11,1281,-100376.0,-100376
US,2020-03-10,959,-322.0,-322
US,2020-03-16,4632,3673.0,3673
US,2020-03-25,65778,61146.0,61146
US,2020-03-02,98,-65680.0,-65680
Uganda,2020-03-27,23,0.0,0
Uganda,2020-03-08,0,-23.0,-23
Uganda,2020-03-20,0,0.0,0
Uganda,2020-03-24,9,9.0,9
Uganda,2020-03-09,0,-9.0,-9
Uganda,2020-03-02,0,0.0,0
Uganda,2020-03-15,0,0.0,0
Uganda,2020-03-16,0,0.0,0
Uganda,2020-03-11,0,0.0,0
Uganda,2020-03-14,0,0.0,0
Uganda,2020-03-04,0,0.0,0
Uganda,2020-03-05,0,0.0,0
Uganda,2020-03-06,0,0.0,0
Uganda,2020-03-22,1,1.0,1
Uganda,2020-03-12,0,-1.0,-1
Uganda,2020-03-21,1,1.0,1
Uganda,2020-03-25,14,13.0,13
Uganda,2020-03-19,0,-14.0,-14
Uganda,2020-03-10,0,0.0,0
Uganda,2020-03-26,14,14.0,14
Uganda,2020-03-17,0,-14.0,-14
Uganda,2020-03-18,0,0.0,0
Uganda,2020-03-07,0,0.0,0
Uganda,2020-03-13,0,0.0,0
Uganda,2020-03-01,0,0.0,0
Uganda,2020-03-23,9,9.0,9
Uganda,2020-03-03,0,-9.0,-9
Ukraine,2020-03-19,16,0.0,0
Ukraine,2020-03-18,14,-2.0,-2
Ukraine,2020-03-14,3,-11.0,-11
Ukraine,2020-03-05,1,-2.0,-2
Ukraine,2020-03-06,1,0.0,0
Ukraine,2020-03-12,1,0.0,0
Ukraine,2020-03-13,3,2.0,2
Ukraine,2020-03-22,73,70.0,70
Ukraine,2020-03-08,1,-72.0,-72
Ukraine,2020-03-11,1,0.0,0
Ukraine,2020-03-25,145,144.0,144
Ukraine,2020-03-02,0,-145.0,-145
Ukraine,2020-03-03,1,1.0,1
Ukraine,2020-03-15,3,2.0,2
Ukraine,2020-03-27,310,307.0,307
Ukraine,2020-03-24,97,-213.0,-213
Ukraine,2020-03-07,1,-96.0,-96
Ukraine,2020-03-20,29,28.0,28
Ukraine,2020-03-10,1,-28.0,-28
Ukraine,2020-03-26,196,195.0,195
Ukraine,2020-03-09,1,-195.0,-195
Ukraine,2020-03-01,0,-1.0,-1
Ukraine,2020-03-23,73,73.0,73
Ukraine,2020-03-21,47,-26.0,-26
Ukraine,2020-03-04,1,-46.0,-46
Ukraine,2020-03-17,14,13.0,13
Ukraine,2020-03-16,7,-7.0,-7
United Arab Emirates,2020-03-26,333,0.0,0
United Arab Emirates,2020-03-21,153,-180.0,-180
United Arab Emirates,2020-03-01,21,-132.0,-132
United Arab Emirates,2020-03-19,140,119.0,119
United Arab Emirates,2020-03-06,29,-111.0,-111
United Arab Emirates,2020-03-25,333,304.0,304
United Arab Emirates,2020-03-17,98,-235.0,-235
United Arab Emirates,2020-03-11,74,-24.0,-24
United Arab Emirates,2020-03-10,74,0.0,0
United Arab Emirates,2020-03-22,153,79.0,79
United Arab Emirates,2020-03-09,45,-108.0,-108
United Arab Emirates,2020-03-08,45,0.0,0
United Arab Emirates,2020-03-05,29,-16.0,-16
United Arab Emirates,2020-03-24,248,219.0,219
United Arab Emirates,2020-03-15,98,-150.0,-150
United Arab Emirates,2020-03-16,98,0.0,0
United Arab Emirates,2020-03-04,27,-71.0,-71
United Arab Emirates,2020-03-02,21,-6.0,-6
United Arab Emirates,2020-03-07,45,24.0,24
United Arab Emirates,2020-03-27,405,360.0,360
United Arab Emirates,2020-03-23,198,-207.0,-207
United Arab Emirates,2020-03-14,85,-113.0,-113
